Model and Mult,FinanceBench,amg,hpcg,linux_kernel,miniFE,nqueens,numenta_nab,numpy,nwchem,openfoam,openradioss,pybench,specfem3d,stockfish,tensorflow
AMD Ryzen 9 3900X x 1,,19.24503092603691,,-6.748759547491679,,-2.1972245773362196,-3.367295829986474,6.023447592961033,,,,-6.880384082186005,,,-7.805882040228621
AMD Ryzen 9 3900XT x 1,-10.798084670325027,19.23679008973795,1.6094379124341003,-6.625392368007956,8.303752415563412,-2.1972245773362196,-3.332204510175204,6.018593214496234,,,,-6.799055862058796,,,
AMD Ryzen 9 3950X x 1,,19.13202153254079,,-6.51025834052315,8.224431573221159,-1.9459101490553135,-3.258096538021482,6.035481432524756,-8.635864721133736,,,-6.884486652042782,,,-7.8160138391590275
AMD Ryzen 9 5900HX x 1,,,1.0986122886681098,-7.241366283322318,,-2.4849066497880004,-3.5553480614894135,6.1463292576688975,,,-5.111987788356543,-6.641182169740591,-5.517452896464707,16.283837690651417,-7.78155595923534
AMD Ryzen 9 5900X x 1,-10.607451025529922,19.304870285974744,,-6.652863029353347,8.39502555744203,-2.0794415416798357,-3.1354942159291497,6.297109319933935,-8.697345730925353,-8.387995252944556,,-6.6320017773956295,-5.123963979403259,17.04462582040512,-7.4489161025442
AMD Ryzen 9 5950X x 1,-10.622838398592709,,1.6094379124341003,-6.502790045915623,,-1.791759469228055,-3.0910424533583156,6.336825731146441,-8.566173813637858,,,-6.647688373563329,-5.153291594497779,,-7.380879035564116
AMD Ryzen 9 6900HX x 1,,19.545675923202868,,,,,,6.297109319933935,,,,,,,
AMD Ryzen 9 7900 x 1,,19.78591069496285,1.9459101490553132,,8.9085593751449,,,6.705639094860003,,-7.769378609513984,,-6.395261598115449,-4.584967478670572,17.18711193335949,
AMD Ryzen 9 7900X x 1,-10.39726874169286,19.790086807189716,2.0794415416798357,-6.354370040797351,8.960596138864794,-2.0794415416798357,,6.733401891837359,-8.560444233410552,-7.745435610274381,,-6.331501849893691,-4.48863636973214,17.38511925155779,-7.014814351275545
AMD Ryzen 9 7900X3D x 1,,19.790172521491357,2.0794415416798357,,8.97537724385663,,,6.697034247666484,,-7.607381425639791,,-6.386879319362645,-4.477336814478207,17.339637324894436,
AMD Ryzen 9 7950X x 1,-10.372865986387945,19.820216561255958,2.0794415416798357,-6.124683390894205,8.916908467543795,-1.791759469228055,-2.5649493574615367,6.785587645007929,-8.352318548226004,-7.69484807238461,,-6.342121418721152,-4.3694478524670215,17.623956190323813,-6.98100574072173
AMD Ryzen 9 7950X3D x 1,,19.789286835944633,2.0794415416798357,,8.944158830970403,-1.791759469228055,-2.4849066497880004,6.71295620067707,-8.279950715722526,-7.564757012905729,,-6.385194398997726,-4.304065093204169,17.631864071043072,-7.037905963447182
AMD Ryzen 9 9900X x 1,,,2.1972245773362196,,,,,6.9650803456014065,,-7.656337166430183,-3.912023005428146,-5.986452005284438,-4.394449154672439,17.45565397144407,
AMD Ryzen 9 9900X3D x 1,,19.946756340739558,2.1972245773362196,,,,,6.9584483932976555,,,-3.8501476017100584,-6.021023349349527,-4.2626798770413155,,-6.876264611890766
AMD Ryzen 9 9950X x 1,-10.153623508913938,,2.1972245773362196,,9.130647603066935,-1.791759469228055,,6.954638864880987,-8.159374736775426,-7.6362696033793735,-3.8066624897703196,-6.023447592961032,-4.2626798770413155,17.682510088334233,
AMD Ryzen 9 9950X3D x 1,,19.92561834620136,2.1972245773362196,,9.13227071655426,,,7.00397413672268,,-7.454719949364001,-3.6888794541139363,-5.978885764901122,-4.110873864173311,,-6.899723107284873
AMD Ryzen 9 PRO 3900 x 1,-11.541017172136412,,,,,,,5.986452005284438,,,,,,,
AMD Ryzen AI 5 340 x 1,,,,,,,,,,,-5.017279836814924,-6.131226489483141,,,
AMD Ryzen AI 7 PRO 360 x 1,,,,,,,,,,,-5.056245805348308,,,,
AMD Ryzen AI 9 365 x 1,,,,,,,,,,,-4.6913478822291435,,,16.376032127223652,
AMD Ryzen AI 9 HX 370 x 1,,,,,,,,6.248042874508429,,-7.884576510596324,-4.6913478822291435,,-5.1647859739235145,16.416496644960368,
AMD Ryzen AI MAX+ PRO 395 x 1,,,,,,,,,,,-4.007333185232471,,,,
AMD Ryzen Threadripper 1900X x 1,,,,,,,,,,,,-6.959398512133975,,,
AMD Ryzen Threadripper 1950X x 1,,,,,,-2.0794415416798357,,,,,,-7.355641102974253,,,
AMD Ryzen Threadripper 2920X x 1,,,,,,-2.3025850929940455,,,,,,-7.089243155027514,,,
AMD Ryzen Threadripper 2950X x 1,-11.678888955151365,19.747502487881114,,,8.974871170971337,-2.0794415416798357,,,,,,,,,
AMD Ryzen Threadripper 2970WX x 1,-11.654286128709083,,,-6.565264970035361,8.781555458546402,-1.791759469228055,,5.762051382780177,,,,,,,-8.20685642839965
AMD Ryzen Threadripper 2990WX x 1,-10.961416725928704,19.720123095382984,,,8.661120360222881,-1.3862943611198906,,5.749392985908253,,,,,,,
AMD Ryzen Threadripper 3960X x 1,-11.13878459010409,19.822973119193765,,-6.049733455231958,8.955448122347393,-1.3862943611198906,-3.0910424533583156,6.040254711277414,,,,-6.962243464266207,,,-7.543273346705446
AMD Ryzen Threadripper 3970X x 1,-10.760028280004509,20.134230893268416,2.3978952727983707,-5.75890177387728,,-1.0986122886681098,-3.1354942159291497,6.049733455231958,,-7.282073658093465,,,-3.970291913552122,17.8941296370307,-7.544861068658458
AMD Ryzen Threadripper 3990X x 1,-10.794952662974627,19.96493109266632,2.1972245773362196,-5.6240175061873385,9.187992508312275,-0.6931471805599453,-3.1780538303479458,5.978885764901122,-7.734558844354756,-7.19668657083435,-3.828641396489095,-6.907755278982137,,,-8.349484346990128
AMD Ryzen Threadripper 7970X x 1,,20.615510233131236,2.772588722239781,,9.857757700829954,,,,,,-3.295836866004329,-6.35088571671474,,,
AMD Ryzen Threadripper 7980X x 1,,20.60691346490262,,,9.874573542371486,-0.6931471805599453,,6.610696044717759,,,-3.0910424533583156,,-3.1780538303479458,18.883776927881907,
AMD Ryzen Threadripper 9970X x 1,,20.79798328718777,,,10.027120112981404,,,,,-6.61472560020376,-3.0910424533583156,,,,
AMD Ryzen Threadripper 9980X x 1,,,,,10.07306153650758,,,,,,-2.833213344056216,,,,
AMD Ryzen Threadripper PRO 3975WX x 1,,,,,,-1.3862943611198906,,5.950642552587727,,,,-6.912742820493176,,,
AMD Ryzen Threadripper PRO 5965WX x 1,,,2.4849066497880004,-5.963579343618447,,,,,-8.214465160759186,-7.162397497355718,-3.6635616461296463,,-3.970291913552122,17.831604455843593,
AMD Ryzen Threadripper PRO 7995WX x 1,,21.246212415244663,3.4965075614664802,,10.518511016314495,0.0,,6.610696044717759,-7.377133712833954,-5.786897381366708,,,,,-8.236950048061455
AMD Ryzen Threadripper PRO 9995WX x 1,,20.92128224927733,3.1780538303479458,,10.168348697202207,,,,,-5.996452088619021,-2.772588722239781,,,,
AMD Ryzen Z1 Extreme x 1,,,1.791759469228055,,,,,6.498282149476434,,,,-6.3578422665081,,,
INTEL XEON PLATINUM 8592+ x 1,,21.326196299076,,,10.359804190801727,,,6.255750041753367,-7.524021415206125,-5.717027701406222,,-6.535241271013659,-3.1354942159291497,18.510299110622782,
INTEL XEON PLATINUM 8592+ x 2,,22.021015520353508,4.2626798770413155,,10.652447797915286,,,6.249975242259483,-7.478169694159785,-4.927253685157205,,-6.535241271013659,-2.639057329615259,19.19973317997502,
Intel Celeron G5900 x 1,,,,,,,-5.342334251964811,5.605802066295998,,,,-7.050989447068045,,,
Intel Celeron G6900 x 1,-12.115589795398682,,,,,,,,,,,-6.680854678790215,,,
Intel Celeron J3455 x 1,,,,,,,,,,,,-8.273336598504486,,,
Intel Celeron N2830 x 1,,,,,,,,,,,,-8.47595444339964,,,
Intel Celeron N3350 x 1,,,,,,,,,,,,-8.159660737063376,,,
Intel Core 2 Duo E8500 x 1,,,,,,,,,,,,-7.663407664893479,,,
Intel Core 2 Duo P7350 x 1,,,,,,,,,,,,-8.292798858200376,,,
Intel Core 2 Duo T7100 x 1,,,,,,,,,,,,-8.170185652879642,,,
Intel Core 2 Duo T7700 x 1,,,,,,,,,,,,-7.865187954187467,,,
Intel Core 2 Duo T9500 x 1,,,,,,-5.278114659230518,,,,,,,,,
Intel Core Ultra 5 245K x 1,,,2.302585092994046,,,,,6.495265555937008,,-7.4109518755836366,-4.007333185232471,-5.948034989180646,-4.394449154672439,17.002853114214478,
Intel Core Ultra 7 155H x 1,,,,,,,,6.373319789577012,,,-5.10594547390058,-6.3561076606958915,-5.393627546352362,,-8.144679183447758
Intel Core Ultra 7 165U x 1,,,,,,,,,,,,-6.535241271013659,-5.8111409929767,15.801301779011046,
Intel Core Ultra 7 256V x 1,,,,,,,,,,,-4.77912349311153,,,,
Intel Core Ultra 7 258V x 1,,,,,,,,,,,-4.867534450455582,-6.20455776256869,,,
Intel Core Ultra 9 285K x 1,,20.185543614262198,2.3978952727983707,,9.424564261115739,,,6.580639137284949,,-7.356279876550748,-3.713572066704308,-5.921578419643816,-4.04305126783455,17.476197332016685,
Intel Core i3-1005G1 x 1,,,,,,,,,,,,,,,-9.207837241758064
Intel Core i3-10100 x 1,,18.99775086909378,,,,,,5.886104031450156,,,,-6.84587987526405,,,-8.42222295382501
Intel Core i3-12100 x 1,,,,-7.917900586327916,,,,,,,,,,,-8.405143687607614
Intel Core i3-14100 x 1,,19.919512821395752,2.0794415416798357,,9.22325659724273,-3.367295829986474,,6.331501849893691,,-7.880048200971577,,-6.1903154058531475,-5.4116460518550396,15.901738023096529,-7.925157512224703
Intel Core i3-2120 x 1,,,,,,,,,,,,-7.449498005382849,,,
Intel Core i3-3110M x 1,,,,,,,,,,,,-7.8709295967551425,,,-10.2191008899166
Intel Core i3-4130 x 1,,,,,,,,5.147494476813453,,,,-7.191429330036379,,,
Intel Core i3-7020U x 1,,,,,,-4.812184355372417,,,,,,,,,
Intel Core i3-7100 x 1,,,,-8.616857514529183,,-4.23410650459726,-4.969813299576001,5.697093486505405,,,,-7.061334366910438,,,-8.995784837848507
Intel Core i3-8100 x 1,,,,,,-3.9318256327243257,,5.713732805509369,,,,-7.186901020411631,,,-8.691986481789401
Intel Core i3-8100T x 1,,,,,,,,,,,,-7.332369205929062,,,-8.897819009510757
Intel Core i5 460M x 1,,,,,,,,,,,,-8.843759381917984,,,
Intel Core i5 x 1,,,,,,,,,,,,-7.554334823725748,,,
Intel Core i5-10210U x 1,,,,,,-3.4965075614664802,,5.796057750765372,,,,,,,
Intel Core i5-1035G1 x 1,,,,,,,,,,,,-7.00033446027523,,,
Intel Core i5-10600K x 1,,19.33863645697582,,-7.315883504509785,,-2.9444389791664407,-3.8066624897703196,6.016157159698354,,,,-6.762729506931879,,,-7.884199933676039
Intel Core i5-1135G7 x 1,,,,,,-3.8066624897703196,-4.330733340286331,,,,,,,,
Intel Core i5-11600K x 1,-10.890795771645564,,,-7.307202314764738,,-2.890371757896165,,6.180016653652572,,,,-6.546785410760524,,,-7.8407064517494
Intel Core i5-12400 x 1,,,,,,-3.044522437723423,,6.298949246855942,,,,-6.3784261836515865,,,-7.682943169878292
Intel Core i5-12600 x 1,,,,,,,,,,,,-6.20455776256869,,,
Intel Core i5-12600K x 1,-10.84261551831304,19.651091577230723,1.9459101490553132,-6.851184927493743,,-2.639057329615259,,6.354370040797351,,,,-6.282266746896006,-5.472270673671475,,-7.441906728051625
Intel Core i5-1334U x 1,,,,,,,,,,,-5.869296913133774,-6.434546518787453,,,
Intel Core i5-13400 x 1,-10.931981336429777,19.660137047315175,,-6.97166860472579,,-2.772588722239781,,,,-7.758760544157663,,-6.300785794663244,-5.3706380281276624,16.403168497338452,-7.493317248862145
Intel Core i5-13600K x 1,-10.750278141425756,19.738746164037547,,-6.551080335043404,,,,6.505784060128229,,-7.670428522190693,,-6.222576268071369,-4.882801922586371,16.940974683772613,-7.2485040723706105
Intel Core i5-14400F x 1,,,,,,,,6.363028103540465,,-7.938088726896952,,-6.212606095751519,-5.313205979041787,,
Intel Core i5-14500 x 1,,19.674293731079512,2.302585092994046,,9.418329675518715,-2.639057329615259,,6.444131256700441,,-7.630946580890459,,-6.124683390894205,-5.111987788356543,,-7.68017564043659
Intel Core i5-14600K x 1,,,2.0794415416798357,,,,,6.501289670540389,,-7.680637427560936,,-6.068425588244111,-4.867534450455582,17.001640687035874,
Intel Core i5-2400 x 1,,,,,,-4.127134385045092,,,,,,,,,
Intel Core i5-2410M x 1,,,,,,,,,,,,-7.629489916393995,,,
Intel Core i5-2500S x 1,,,,,,,,,,,,-7.313886831633462,,,
Intel Core i5-2520M x 1,,,,,,,,,,,,-7.669028288589683,,,
Intel Core i5-3320M x 1,,,,,,-4.51085950651685,,,,,,,,,
Intel Core i5-3427U x 1,,,,,,,,,,,,-7.480992162869525,,,
Intel Core i5-3470 x 1,,18.738256351451366,,,,,,5.332718793265369,,,,,,,
Intel Core i5-3550 x 1,,,,,,,,,,,,-7.2305631534092925,,,
Intel Core i5-3570K x 1,,,,,,,,,,,,-7.2520539518528135,,,
Intel Core i5-4210U x 1,,,,,,-4.700480365792417,,,,,,-7.528869256642251,,,
Intel Core i5-4278U x 1,,,,,,,,,,,,-7.542213463193403,,,
Intel Core i5-4300M x 1,,,,,,,,,,,,-7.2868764117507,,,
Intel Core i5-4430 x 1,,,,,,,,,,,,-7.293697720601438,,,
Intel Core i5-4460 x 1,,,,,,-4.07753744390572,,,,,,,,,
Intel Core i5-4670 x 1,,18.67297304840093,,,,,,5.575949103146316,,,,,,,
Intel Core i5-5200U x 1,,18.464889706614905,,,7.656810091480378,,,,,,,-7.463363045520021,,,
Intel Core i5-5300U x 1,,,,,,,,5.337538079701318,,,,-7.455298485683291,,,
Intel Core i5-6200U x 1,,,,,,,,,,,,-7.326465613840322,,,
Intel Core i5-6260U x 1,,18.934358634136338,,,,,,,,,,-7.315218389752975,,,
Intel Core i5-6300U x 1,,,,,,-4.532599493153256,,,,,,,,,
Intel Core i5-6500 x 1,,19.0020904525536,,,,,,5.655991810819852,,,,-7.059617628291383,,,
Intel Core i5-6500T x 1,,,,,,,,,,,,-7.266128779556451,,,
Intel Core i5-7200U x 1,,,,,,-4.532599493153256,,,,,,-7.29776828253138,,,
Intel Core i5-7600K x 1,,18.480497302903338,,,,-3.8066624897703196,-4.454347296253507,5.700443573390687,,,,-6.921658184151128,,,
Intel Core i5-8250U x 1,,,,-8.61341204915678,,-3.9318256327243257,,,,,,-7.260522598089852,,,
Intel Core i5-8300H x 1,,,,,,,,,,,,-7.00033446027523,,,
Intel Core i5-8400 x 1,,19.323091188801737,,,,,,5.8377304471659395,,,,,,,
Intel Core i5-8400H x 1,,,,,,-3.6375861597263857,,,,,,,,,
Intel Core i5-8600K x 1,,,,,,,,,,,,-7.095064377287131,,,
Intel Core i5-9400F x 1,-11.664693308095693,19.13727038037254,,,,,-4.04305126783455,5.805134968916488,,,,-6.9440872082295275,,,
Intel Core i7 920 x 1,,,,,,,,,,,,-7.701200180857446,,,
Intel Core i7 990X x 1,,,,,7.717351272185329,,,,,,,-7.627544390488503,,,
Intel Core i7- x 1,-12.16659870031636,18.892070287375226,,,,-3.5553480614894135,,5.5909869805108565,,,,-7.21081845347222,,,
Intel Core i7-1065G7 x 1,-11.827027924842135,19.35509869649092,,,,-3.8501476017100584,,5.916202062607435,,,,-6.834108738813838,,14.864157792550015,-8.72371943690701
Intel Core i7-10700T x 1,,19.2095543949284,,-7.731492029245684,8.454892165218858,,-4.0943445622221,,,,,,,,-8.32117830749028
Intel Core i7-1165G7 x 1,-11.609516642128805,19.470720892182143,1.791759469228055,-8.09346227450118,,,-4.04305126783455,6.0330862217988015,,,-5.552959584921617,,-5.91350300563827,15.426041472853505,-8.316544717929398
Intel Core i7-11700B x 1,,19.37363536539811,,,,,,,,,,-6.580639137284949,,,
Intel Core i7-11700K x 1,,19.415654807043328,,,,,,6.259581464064923,,,,-6.525029657843462,,,
Intel Core i7-1185G7 x 1,,,1.791759469228055,-7.989560449333865,,,-3.9889840465642745,6.07993319509559,,,-5.5093883366279774,,-5.905361848054571,15.469856441933551,-8.293799608846818
Intel Core i7-1185G7E x 1,,,,,,,,,,,,,,,-8.278682162970906
Intel Core i7-12700K x 1,,19.526842242163625,,,8.724044745953469,,-3.295836866004329,6.35088571671474,,,,,,,
Intel Core i7-12700KF x 1,,,,,,,,,,,,,,,-7.381501894506707
Intel Core i7-1280P x 1,-11.308603667896607,,,-7.664815785285735,,,-3.6109179126442243,,,-7.999007213243954,,,-5.683579767338681,,-8.298290634359283
Intel Core i7-2600 x 1,,,,,,,,,,,,-7.480428306074208,,,
Intel Core i7-2700K x 1,,,,,,-3.784189633918261,,5.262690188904886,,,,-7.4133673356952405,,,
Intel Core i7-3517U x 1,,,,,,,,5.153291594497779,,,,,,,
Intel Core i7-3630QM x 1,,,,,,,,,,,,-7.67275789664251,,,
Intel Core i7-3632QM x 1,,,,,,-3.970291913552122,,,,,,,,,
Intel Core i7-3770 x 1,,,,,,,,,,,,-7.455298485683291,,,
Intel Core i7-3770K x 1,,18.132144186532265,,,,,,5.288267030694535,,,,-7.278628942320682,,,
Intel Core i7-4558U x 1,,,,,,,,,,,,-7.385851078125209,,,
Intel Core i7-4600U x 1,-12.573195321350145,,,,,,,,,,,-7.342131730584722,,,
Intel Core i7-4770K x 1,,18.7345900192011,,,,,,5.583496308781699,,,,-7.136483208590247,,,
Intel Core i7-4790 x 1,,18.78715944265598,,,,,,,,,,-7.123672785204607,,,
Intel Core i7-4790K x 1,-11.869109288328989,18.781101295337105,,,,-3.4339872044851463,,5.765191102784844,,,,-6.93537044601511,,,
Intel Core i7-4960X x 1,,18.652977032879278,,,,,-4.31748811353631,5.402677381872279,,,,,,,
Intel Core i7-5500U x 1,,,,,,,,5.327876168789581,,,,,,,
Intel Core i7-5557U x 1,,,,,,-4.382026634673881,,,,,,,,,
Intel Core i7-5600U x 1,,18.615923190365265,,,,,,5.365976015021851,,,,-7.417580402414544,,,
Intel Core i7-5820K x 1,,,,,,,,,,,,-7.273786317844895,,,
Intel Core i7-5960X x 1,,19.04461466981419,1.9459101490553132,,8.776475789346321,-2.9444389791664407,-4.1588830833596715,5.5909869805108565,,,-5.170483995038151,-7.3987862754199485,,15.938276520482235,-7.898039690764619
Intel Core i7-6500U x 1,,,,,,-4.624972813284271,,,,,,,,,
Intel Core i7-6700 x 1,-11.384603337675054,,,,,-3.6109179126442243,,5.749392985908253,,,,,,,
Intel Core i7-6700HQ x 1,,,,,,,,5.564520407322694,,,,,,,
Intel Core i7-6700K x 1,,,,,,-3.5263605246161616,,,,,,-7.247080584585756,,,
Intel Core i7-6800K x 1,-11.407442719620436,19.42679115583931,,,,-3.258096538021482,,,,,,,,,
Intel Core i7-7700 x 1,,19.10451732508735,,,,-3.4965075614664802,,5.7899601708972535,,,,-7.081708586105575,,,-10.922100188159392
Intel Core i7-7700K x 1,-11.581583613777127,19.27651341188855,,,,-3.367295829986474,,,,,,-6.8658910748834385,,,
Intel Core i7-7740K x 1,,19.28781325633304,,,,,,5.926926025970411,,,,,,,
Intel Core i7-7900X x 1,-10.869101639741373,19.88773489634911,,,,,,5.8916442118257715,,,,-6.834108738813838,,,
Intel Core i7-8086K x 1,,19.334983501113566,,,,-3.044522437723423,,6.07993319509559,,,,-6.80128303447162,,,
Intel Core i7-8550U x 1,,18.86018328339304,,,8.109224953089955,-3.912023005428146,,5.707110264748875,,,,,,,
Intel Core i7-8559U x 1,,,,,,,,,,,,-7.174724309836376,,,
Intel Core i7-8565U x 1,-11.728963834154392,18.93038106680471,,-8.355614995760183,,-4.143134726391533,-4.442651256490317,5.7745515455444085,,,,,-6.214608098422191,15.01585057168961,-8.833025307284364
Intel Core i7-8700 x 1,,,,,,,,,,,,-6.975413927455952,,,
Intel Core i7-8700B x 1,,,,,,,,5.945420608606575,,,,-7.118826249062078,,,
Intel Core i7-8700K x 1,-11.518579451024427,19.25028615476579,,,,-3.044522437723423,-3.891820298110627,5.993961427306569,,,,-6.928537818164665,,,-7.933079771880414
Intel Core i7-8809G x 1,,19.24256252339478,,,,,,,,,,,,,
Intel Core i7-9700TE x 1,,,,,,,-4.574710978503383,5.749392985908253,,,,,,,
Intel Core i7-9750H x 1,-11.723955948400636,19.226292696575136,,,,-3.4011973816621555,-4.110873864173311,5.8944028342648505,,,,-7.02108396428914,,,
Intel Core i7-9850H x 1,,,,,,,,,,,,-7.183111701743281,,,
Intel Core i9-10850K x 1,,,,,,,,,,,,-6.725033642166843,,,
Intel Core i9-10885H x 1,,19.151103261070066,,,8.37770121259764,,,,,,,,,,
Intel Core i9-10900K x 1,-10.69044378677413,19.19297665886459,,-6.826545223556594,8.356554845453426,-2.3025850929940455,-3.5263605246161616,6.093569770045136,,,,,,,-7.550135342488429
Intel Core i9-10900KF x 1,,,,,,,,6.2878585601617845,,,,,,,
Intel Core i9-10980XE x 1,,19.839821458555424,2.0794415416798357,-6.459904454377535,8.90557995798965,-2.0794415416798357,-3.4657359027997265,5.926926025970411,,,-4.3694478524670215,,-4.74493212836325,17.00628772725775,
Intel Core i9-11900K x 1,-10.617221366704461,,,-6.957497370876951,,-2.5649493574615367,,6.270988431858299,,-8.384347278082808,,-6.535241271013659,,,-7.2682230211595655
Intel Core i9-11980HK x 1,,19.460800111074033,,,,,,,,,,,,,
Intel Core i9-12900H x 1,,19.541365386059926,,,,,,,,,,,,,
Intel Core i9-12900K x 1,-10.407197922816518,,,-6.403574197934815,,-2.1972245773362196,,6.472346294500901,-8.65259782842244,,,,,,
Intel Core i9-13900K x 1,-10.337054090755167,19.911674290349346,2.302585092994046,,,-1.791759469228055,-2.833213344056216,6.641182169740591,,-7.471363088187097,,-6.113682179832232,-4.477336814478207,17.386209278600532,
Intel Core i9-14900K x 1,-10.388533723314632,,2.302585092994046,,,-1.9459101490553135,,6.63200177739563,,-7.484368643286131,-4.127134385045092,-5.958424693029782,-4.418840607796598,17.468366564220542,
Intel Core i9-7960X x 1,,19.934060571971198,,,9.06357899058078,-2.3025850929940455,,,,,,-6.92461239604856,,,
Intel Core i9-7980XE x 1,-10.92805853349506,19.985556938225283,,,9.090317329376452,-2.1972245773362196,-3.4965075614664802,5.8998973535824915,,,,,,,
Intel Core i9-9900 x 1,,,,,,,,6.0473721790462776,,,,,,,
Intel Core i9-9900K x 1,-11.254141782561096,19.28633004051162,,-7.261225091971921,,-2.639057329615259,,6.093569770045136,,,,-6.80128303447162,,,-7.757478766584179
Intel Core i9-9900KS x 1,-11.209953766296104,19.435424830676567,,,8.449342524508063,-2.772588722239781,-3.7376696182833684,6.102558594613569,,,,,,,
Intel Core m3-6Y30 x 1,,,,,,,,,,,,-7.784057002639929,,,
Intel Core m3-7Y30 x 1,,,,,,,,,,,,-7.44716835960004,,,
Intel N150 x 1,,,,,,,,,,,,-6.841615476477592,,,
Intel Pentium G4400 x 1,,,,,,,,,,,,-7.113956109566034,,,
Intel Pentium Gold G6400 x 1,,,,,,,-4.976733742420574,5.752572638825633,,,,-6.898714534329988,,,
Intel Xeon 6369P x 1,,,,,,,,6.588926477533519,,,-4.406719247264253,,,,
Intel Xeon 6728P x 4,,,,,,,,,,-4.941642422609305,,,,,
Intel Xeon 6766E x 1,,,,,10.607599400820764,,,,,,,,,18.626020715901983,
Intel Xeon 6766E x 2,,,,,,,,,,,,,,19.27699001788585,
Intel Xeon 6780E x 1,,,,,10.6121635347137,,,,,,,,,18.645375619340903,
Intel Xeon 6980P x 1,,22.11392493174245,4.330733340286331,,10.763694586973367,,,6.253828811575473,-7.355001921105257,-4.844187086458591,-3.1354942159291497,-6.492239835020471,,19.115273803724996,
Intel Xeon 6980P x 2,,22.816413425539253,5.135798437050262,,,,,6.261491684321042,-7.405495663199472,-4.276666119016055,-3.0910424533583156,-6.490723534502507,-2.1972245773362196,19.657930563371604,
Intel Xeon E E-2488 x 1,,,,,,,,6.525029657843462,,-7.706162970199576,,-6.059123195581797,-4.941642422609305,16.653777522706168,
Intel Xeon E-2278G x 1,-11.583719380270308,,,,,,,6.013715156042802,,,,,,,
Intel Xeon E-2278GEL x 1,-11.169632016691976,18.622098845491543,,,7.835974581721566,-2.9444389791664407,,,,,,,,,
Intel Xeon E-2288G x 1,,19.20490363340401,,,,,-3.784189633918261,6.025865973825314,,,,-6.84587987526405,,,
Intel Xeon E-2336 x 1,,19.077092257073623,1.3862943611198906,,8.32069157104845,,,6.248042874508429,,-8.680331928793418,,-6.561030665896573,,,
Intel Xeon E-2388G x 1,-11.423820989887407,19.069627155439974,1.3862943611198906,,8.30622521603216,,,6.295266001439646,,-8.658866349732383,,-6.558197802812269,,,
Intel Xeon E3-1231 v3 x 1,,18.800109036934597,,,,,,,,,,,,,-8.707648248106914
Intel Xeon E3-1235L v5 x 1,,18.907928448326615,,,,,,5.53338948872752,,,,-7.1929342212158,,,
Intel Xeon E3-1240 v5 x 1,,18.89305039071983,,,,,,5.755742213586912,,,,,,,
Intel Xeon E3-1245 v5 x 1,-11.809066657963644,19.024997016816577,,,,,,5.765191102784844,,,,-6.946013991099227,,,-8.446770727119691
Intel Xeon E3-1260L v5 x 1,,19.01191405677808,,,,,-4.442651256490317,5.749392985908253,,,,-6.930494765951626,,,-8.591743922680534
Intel Xeon E3-1270 v5 x 1,,18.83627966442977,,,,,-4.248495242049359,5.783825182329737,,,,,,,
Intel Xeon E3-1275 v6 x 1,-11.702172981834916,19.1015636902984,,-7.950502434808851,8.351138607086154,,,,,,,-6.898714534329988,,,-8.356319965828153
Intel Xeon E3-1280 v5 x 1,-11.814562216398643,18.970864827153413,,,,-3.6375861597263857,-4.304065093204169,5.749392985908253,,,,,,15.370386682405693,
Intel Xeon E3-12xx v2 x 1,,,,,,,,,,,,-7.8709295967551425,,,
Intel Xeon E5-1680 v3 x 1,-11.570769754654666,19.624998856652503,,,,,-4.127134385045092,5.648974238161206,,,,-7.177782416195197,,,
Intel Xeon E5-2609 v4 x 1,-12.225664466294493,19.396824370290933,,-8.264620829411216,,,,,,,,-7.8632667240095735,,,-8.876125585396185
Intel Xeon E5-2620 v2 x 2,,,,,,-2.9444389791664407,,,,,,,,,
Intel Xeon E5-2643 v3 x 2,,,,,,-2.4849066497880004,,,,,,,,,
Intel Xeon E5-2650 0 x 2,,,,,,,,5.123963979403259,,,,,,16.137418751535233,
Intel Xeon E5-2670 0 x 2,,,,,,,,,,-7.826842098158293,,,,,
Intel Xeon E5-2678 v3 x 2,,,,,,,,5.480638923341991,,,,,,,
Intel Xeon E5-2680 v2 x 2,,,,,,-2.1972245773362196,,5.407171771460119,,,,,,,
Intel Xeon E5-2683 v4 x 2,,,,,,-1.9459101490553135,,,,,,,,,
Intel Xeon E5-2687W 0 x 2,,,,,,,,,,,,,,16.43174944442166,
Intel Xeon E5-2687W v3 x 1,-11.656835314610616,19.53214029861567,,,,,,5.552959584921617,,,,-7.1693500166706,,,
Intel Xeon E5-2690 v4 x 2,,,,,,,,,,-7.155396301896734,,,,,
Intel Xeon E5-2696 v4 x 2,,20.365399516457533,2.6390573296152584,,,,,,,-7.030857476116121,,,,,
Intel Xeon E5-2699 v4 x 2,,20.486040856028673,,,,,,,,,,,,,
Intel Xeon E5-4620 v4 x 4,,,,,,-2.0794415416798357,,,,,,,,,
Intel Xeon Gold 5215 x 1,,,,,,-3.367295829986474,,,,,,,,,
Intel Xeon Gold 5217 x 1,,,,,,-2.9444389791664407,,5.666426688112432,,,,-7.072421900537371,,,
Intel Xeon Gold 5218 x 1,,,,,,-2.3978952727983707,-3.828641396489095,5.746203190540153,,,,-7.003065458786462,,,
Intel Xeon Gold 5218 x 2,,20.000560269844836,,,,,,5.598421958998375,,,,,,,
