Model and Mult,FinanceBench,amg,hpcg,linux_kernel,miniFE,nqueens,numenta_nab,numpy,nwchem,openfoam,openradioss,pybench,specfem3d,stockfish,tensorflow
AMD A10-7850K APU x 1,,,,,,,,0.012722646310432571,,,,0.017563908800982523,,,
AMD A10-7870K Radeon R7 12 Compute Cores 4C+8G x 1,,,,,,,,0.5,,,,,,,
AMD A6-3410MX APU x 1,,,,,,,,,,,,0.004037956793862305,,,
AMD Athlon 3000G x 1,,,,,,,,0.034230253114009436,,,,0.029306388025223565,,,
AMD EPYC 4124P x 1,0.001779566377803382,,,,,,,0.002294157338705617,,0.004505734571272528,0.002258769757263128,0.0027223230490018148,0.001644434374852436,0.5773502691896258,
AMD EPYC 4244P x 1,,,,,,,,0.0009135746526957978,,0.5773502691896258,0.408248290463863,,0.0015012882827739864,0.5773502691896258,
AMD EPYC 4245P x 1,,,,,,,,0.0018744142455482662,,,0.5,,,,
AMD EPYC 4344P x 1,,,,,,,,0.0012437810945273632,,0.5773502691896258,0.44721359549995787,,0.31622776601683794,0.5773502691896257,
AMD EPYC 4345P x 1,,,,,,,,0.3779644730092272,,,0.26726124191242434,,,,
AMD EPYC 4364P x 1,0.0014450057099029184,,,,,,,0.0037114976633074942,,0.008762705923589204,0.005103103630798288,0.002840909090909091,0.0020717925729645302,0.005569815167191563,
AMD EPYC 4464P x 1,0.0003067217145221122,,,,,,,0.0057448455073534,,0.5773502691896258,0.37796447300922725,,0.0045327357768368435,0.5773502691896258,
AMD EPYC 4465P x 1,,,,,,,,0.0023105360443622922,,,0.5,,,,
AMD EPYC 4484PX x 1,0.02276971259944214,,,,,,,0.010819433087122661,,0.5,0.4082482904638631,0.5,,0.5,
AMD EPYC 4545P x 1,,,,,,,,0.0016368212527466377,,,0.33333333333333337,,,,
AMD EPYC 4564P x 1,0.002501946263337746,,,,,,,0.008883363181483767,,0.007925304224049887,0.31622776601683794,0.0008374786432583482,0.0021974678663327163,0.00672933624211558,
AMD EPYC 4565P x 1,,,,,,,,0.0007773955017524537,,,0.004351035027665519,,,,
AMD EPYC 4584PX x 1,0.0008455829957522966,,,,,,,0.013278989522064535,,0.5,0.31622776601683794,0.5,0.30151134457776363,0.5,
AMD EPYC 4585PX x 1,,,,,,,,0.0008456071865985969,,,0.18569533817705186,0.0009981620793737484,,,
AMD EPYC 7232P x 1,0.00100058597983648,0.0007993604810950163,,,,0.4082482904638631,0.00907218423253029,0.00675025398308426,,,,0.005372801849800644,,,
AMD EPYC 7251 x 1,,,,,,0.054985739922821505,,,,,,0.015991608223796274,,,
AMD EPYC 7252 x 1,,,,,,0.5773502691896257,,0.5773502691896258,,,,,,,
AMD EPYC 7262 x 1,,,,,,0.5773502691896258,,0.01731149401935321,,,,0.009997896374031734,,,
AMD EPYC 7272 x 1,0.0013969835716623738,0.001996008594005344,,,,0.5,0.4472135954999579,0.007215375318230076,0.003627690274447608,,,0.005772300254584061,,,
AMD EPYC 7282 x 1,0.003602344772993129,0.002398234971030002,,,,0.408248290463863,0.4472135954999579,0.006111716444143858,0.0025919928492363973,,,0.0036739806406713687,,,
AMD EPYC 72F3 x 1,,,,0.006144249594700109,,0.5773502691896258,,0.03384756474709497,,,,0.030532336029211935,,,
AMD EPYC 72F3 x 2,,,,,,,,0.04925805868086093,0.012889784693614244,,,,,,
AMD EPYC 7302 x 1,,,,,,,,,,,,0.004028766024314438,,,
AMD EPYC 7302P x 1,0.002199793726546245,0.001200157793378333,,,,0.4082482904638631,,0.015151515151515152,0.0014046493427309476,,,,,,
AMD EPYC 7303 x 2,,,,,,,,,,,,,0.01,0.010306524863633315,
AMD EPYC 7313 x 1,,,,,0.00022794091377155077,,,,0.018103355898318775,,,,,,
AMD EPYC 7313 x 2,,,,,0.03254787715363855,,,0.03977387725704615,0.02596212583995113,0.004415680835102301,,0.044356777404435936,,,
AMD EPYC 7313P x 1,,,,,,,,0.03131991051454139,,,,,,,
AMD EPYC 7343 x 1,,0.002369603248388938,,,,,,,0.011735677017686635,,,,,,
AMD EPYC 7343 x 2,,0.004107068014728783,,,0.005484627093752276,,,,0.010296548351702017,,,,,,
AMD EPYC 7351P x 1,,,,,,0.3779644730092272,,,,,,,,,
AMD EPYC 7352 x 1,,,,,,0.4472135954999579,,0.018237896137560893,,,,0.00161874817789002,,,
AMD EPYC 7373X x 1,,,,,0.0035547587426436483,,,,0.012490205286224462,,,,,,
AMD EPYC 7373X x 2,,0.018768224970189464,,,0.03845769448648116,,,0.0407098121085595,0.0108856478545762,0.001342983770270144,,,,,
AMD EPYC 73F3 x 1,0.0032729701647617633,,,,,0.37796447300922725,,0.03511813251302048,0.009454016323468917,,,0.008554678961990145,,,
AMD EPYC 73F3 x 2,0.0008865121466462674,,,,,0.37796447300922725,,0.03607366359702238,0.012390608789080364,,,0.00905101227399463,,,
AMD EPYC 7402 x 2,,,,,,,,,,,,0.5,,,
AMD EPYC 7402P x 1,0.002400964400475868,0.03597550145038857,,,,0.37796447300922725,0.44721359549995787,0.0052011145726453606,0.002179218791631151,,,,,,
AMD EPYC 7413 x 1,,,,,,,,,0.021734234234234234,,,,,,
AMD EPYC 7443 x 1,,0.0016985637320615496,,,0.0009638081183355752,,,,0.02305224719071948,,,,,,
AMD EPYC 7443 x 2,,0.004690963609662502,,,0.01656833998657576,0.5773502691896258,,,0.015556203999927489,,,,,,
AMD EPYC 7452 x 1,,,,,,0.447213595499958,,0.00497321675012141,,,,0.0057606778274056645,,,
AMD EPYC 7453 x 1,,,,,,0.5773502691896258,,,0.02679086689831556,,,,,,
AMD EPYC 7453 x 2,,,,,,0.4082482904638631,,,0.019781718963165076,,,,,,
AMD EPYC 7473X x 1,,,,,,,,,,0.015037593984962405,,,,,
AMD EPYC 74F3 x 1,0.0011537248831943131,0.0006803566323185072,,0.5773502691896258,0.00011303522177510512,0.35355339059327373,,0.031087986957468904,0.01452831684072364,,,,,,
AMD EPYC 74F3 x 2,,0.00022995523705093067,,0.5773502691896258,0.020022418924664682,0.5,,0.0399135866166291,0.0178380383521719,,,,,,
AMD EPYC 7502 x 1,,,,,,0.5773502691896258,,0.002721655269759087,,,,0.004097473069789597,,,
AMD EPYC 7502 x 2,,,,,,,,,,,,0.023956692286062703,,,
AMD EPYC 7502P x 1,0.002601075489505831,0.0004000401655228304,,,,0.408248290463863,0.4472135954999579,0.005079322421255629,0.0014567218094461171,,,0.0034278641936619004,,,
AMD EPYC 7513 x 1,,,,,,,,,0.029313698249513753,,,,,,
AMD EPYC 7513 x 2,0.0024898928319322337,,,,,0.4472135954999579,,0.037730179272949305,0.020717728415634074,,,0.009039423738828937,,,
AMD EPYC 7532 x 1,0.001599632248969972,0.003001762586244003,,,,0.408248290463863,0.44721359549995787,0.005288089732723042,0.00036706998262650445,0.0006930975620523719,,0.004226937557451468,,,
AMD EPYC 7542 x 1,0.0022491766406940315,0.002749917095070033,,,,0.4472135954999579,0.5,0.004576742920301278,0.004223433242506812,,,,,,
AMD EPYC 7543 x 1,,0.000390380012924342,,0.002688172043010753,,0.4082482904638631,,0.019461245028863792,0.014116217018097788,0.0014749262536873156,,,,,
AMD EPYC 7543 x 2,,0.002101259211234032,,0.0027492869961410755,,0.5,,0.053230875882731454,0.017562918703603117,0.0018042195912175807,,,,,
AMD EPYC 7551 x 1,0.0007301558636372645,,,0.005623541583015835,,,0.013121597027036951,,,,,,0.006014065304058603,0.050967153311401024,0.04008056394763344
AMD EPYC 7551 x 2,,0.014171693900216137,0.008867980722875401,,,,,,,0.01065891472868217,,,,,
AMD EPYC 7552 x 1,0.0034052172380513025,0.0012001578981094218,,,,0.4082482904638631,0.44721359549995787,0.0042163702135578395,0.002626805259911647,,,0.003972710628352236,,,
AMD EPYC 7573X x 1,,0.0010885990500947918,,,,,,,,0.008645257915705334,,,,,
AMD EPYC 7573X x 2,,0.0024053734281766527,,,,,,,,0.002192223507352735,,,,,
AMD EPYC 75F3 x 1,0.006176576151435613,0.03911690715291388,,0.032728767215882804,0.05714993788537244,0.35355339059327373,0.5773502691896257,0.026752457428756354,0.01222151495862508,0.0005700821614015493,,0.0077669977618170715,,,
AMD EPYC 75F3 x 2,,0.029535816327268417,,0.01413334427708267,0.03153195706178216,0.35355339059327373,0.5,0.019921759304816062,0.008783676146715751,0.0018624202231923414,,0.008607286123239834,,,0.01781690984120679
AMD EPYC 7601 x 1,0.00456826367406808,0.008165589974794801,,,0.011024507410866309,,,0.004316733044554312,,,0.005376344086021505,,,,
AMD EPYC 7601 x 2,0.009116479066539339,,,,0.02792919812804996,0.4472135954999579,0.01282051282051282,0.014029896452114037,0.012136492145127268,0.0033126932999996885,,0.019644498540308013,,,0.030978196115810794
AMD EPYC 7601 x 8,,,,,,0.027492869961410753,,,,,,,,,
AMD EPYC 7642 x 1,0.0050019809825673535,0.0017469428962221959,,,0.0004975452247528448,0.25819888974716115,0.01237116031708676,0.01054978586496412,0.0030120481927710845,,,0.006234796863885497,,,
AMD EPYC 7642 x 2,,,,,0.02603046366748966,0.4472135954999579,,,,,,,,,
AMD EPYC 7643 x 1,,,,0.00132548146254501,,0.5773502691896258,,0.04523020542038543,0.0424860853432282,0.0012600255878514293,,,,,
AMD EPYC 7643 x 2,,,,0.002293529721707096,,0.5773502691896258,,0.06000176007744379,0.02399567950604719,0.0013745733685651955,,,,,
AMD EPYC 7662 x 1,0.0024011204036040916,0.0032017158656462478,,,,0.4082482904638631,0.4472135954999579,0.006367002000339019,0.000805064978397764,,,0.0034286580135270165,,,
AMD EPYC 7663 x 1,,,,,,,,0.053739046535549895,0.023754345307068367,,,,,,
AMD EPYC 7663 x 2,,0.5773502691896258,,0.5773502691896258,0.5773502691896258,0.5773502691896258,,0.03755868544600939,0.02078858899064288,0.5773502691896258,,,,,
AMD EPYC 7663P x 1,,,,,,,,,,0.007420954616833237,,,,,
AMD EPYC 7702 x 1,,0.004200149849575228,,,0.0005169192865007685,0.4082482904638631,0.4472135954999579,0.007886397302333835,0.0031745419378879,,,0.0019454271031618512,,,
AMD EPYC 7713 x 1,0.04909567426307156,0.021572703783987277,,0.019463164779832603,0.000535415153188258,0.5773502691896258,0.5,0.024847417048547392,0.015953397875811248,0.0009135289069456106,,0.011001360885469054,,,
AMD EPYC 7713 x 2,0.0035886312386595176,0.0013125713600163225,,0.015432886097325444,0.012216609640205102,0.5773502691896258,0.4472135954999579,0.025464569401669558,0.00847302850208571,0.5773502691896258,,0.00710801175299001,,,
AMD EPYC 7713P x 1,,,,,,,,,0.5773502691896258,,,,,,
AMD EPYC 7742 x 1,0.002200287833904468,0.0036658747872616386,,,,,0.4472135954999579,0.0040453074433656954,0.01583684694723276,,,0.005128746046100737,,,
AMD EPYC 7742 x 2,0.0013796163054645468,,,0.022001404875298006,,0.3333333333333333,0.01145346887906749,0.006870310466624282,0.009929056445574628,,,0.020170846076759955,,,
AMD EPYC 7763 x 1,,0.0012044519025594387,,0.014754222271266349,0.0008988685811958532,0.5,0.5,0.029381505753081055,0.015558127359417974,0.0028597978294780503,,0.004810414414019872,,,
AMD EPYC 7763 x 2,0.004482741719781489,0.0018258662908180884,,0.014849119900183652,0.015479019237171914,0.2886751345948129,0.4472135954999579,0.018918823216618044,0.009760084903865342,0.0011416164838152995,,0.010632112156237916,,,
AMD EPYC 7773X x 1,,0.00027479209076014527,,0.01453722236343731,0.0010211273905971234,0.4472135954999579,,0.01781358053304074,0.01235604447121703,,,0.0036450740219987772,,,
AMD EPYC 7773X x 2,,0.0019217204570376434,0.3333333333333333,0.009992091025339305,0.01957023411971123,,,0.019141920196139684,0.005281868969019807,,0.008404548427654987,,,,0.018830369732941908
AMD EPYC 7F32 x 1,,,0.5773502691896257,0.0005503815721540761,,0.4082482904638631,0.35355339059327373,0.00885586527497603,,,0.006257582134394225,0.003426426178364415,0.005780346820809248,0.015113019707435657,0.012198986058301648
AMD EPYC 7F32 x 2,,,,,,,,0.01608218020026813,,,,,,,
AMD EPYC 7F52 x 1,0.004580996514792614,0.04669095181403304,,,,0.4082482904638631,0.012191496227354267,0.0074604406918288,0.01681324307475995,,,,,,
AMD EPYC 7F52 x 2,0.004993850519027654,0.0046581997823422665,,,,,0.5773502691896258,0.007411068098220141,0.003668044912259376,,,0.0036339610175090847,,,
AMD EPYC 7F72 x 1,,,,,,0.447213595499958,0.017241379310344827,0.009790333313214796,,,,0.003369674089218682,,,
AMD EPYC 7F72 x 2,,0.0013172110343877333,,,,,,0.0077410216950189546,0.0036780614452617912,,,0.004299121967877466,,,
AMD EPYC 7K62 x 2,,,,,,,,,,0.02943995706915939,,,,,
AMD EPYC 7K83 x 1,,,,,,,,0.00539579690831426,,,,,,,
AMD EPYC 8534P x 1,,0.0005954171604346891,,,0.002272888775665572,,,,0.023906409929180684,0.00325528582664392,,,,0.020061502378359068,
AMD EPYC 8534PN x 1,,0.0006979025916475467,,,0.0029190541180366993,,,,0.024243661069253058,0.00363901018922853,,,,0.5773502691896257,
AMD EPYC 9184X x 2,,0.003683529779156594,,,0.0022341594432914173,,,,,0.5,,,,,
AMD EPYC 9374F x 1,,0.00047731570326913544,,0.023188853099997818,,,,0.0007385524372230429,0.0128470783257356,0.0013404825737265416,,0.0033783783783783786,,,
AMD EPYC 9374F x 2,,0.004274768210729188,,0.021070879507812286,,,,0.0007407407407407407,0.0072852760736196315,0.002223320429466042,,0.0018228815033965676,,,
AMD EPYC 9384X x 1,,,,,0.009492759962865997,,,,,,,,,,
AMD EPYC 9384X x 2,,0.0027708444074230395,,,0.0002821278220670621,,,,,0.002223320429466042,,,,,
AMD EPYC 9534 x 2,,0.0201076052507154,0.0352042847066845,,,,,,,,,,,,
AMD EPYC 9554 x 1,,0.002217734841617052,,0.013944977000075593,0.004148585858295123,,,0.35355339059327373,0.0011476555783970258,,,0.3333333333333333,,,
AMD EPYC 9554 x 2,,0.010529393379597015,,0.010865273678477968,0.033072697289175536,,0.5773502691896257,0.0005972185651913407,0.026775933004011158,0.003440104580768907,,0.0003944773175542406,,,
AMD EPYC 9575F x 1,,0.00829851646891411,,,0.5773502691896258,,,0.5773502691896257,0.5773502691896258,0.034722222222222224,,,,0.017718797139895694,
AMD EPYC 9575F x 2,,0.0181621817569503,,,0.04859734486694299,,,0.021384928716904276,0.00044365572315882877,0.5,,,,0.004506747804659183,
AMD EPYC 9634 x 1,,,,0.002540986338067943,,,,,,0.0016563466499998443,,,,,
AMD EPYC 9634 x 2,,,,0.4472135954999579,,,,,,0.010220723545008937,,,,,
AMD EPYC 9654 x 1,,0.0025582528537811816,,0.013719512195121951,0.0023286681008496406,,0.5,0.012693261114113914,0.01262207798278676,0.029411764705882353,,0.006016071429368523,,0.01626891559706607,
AMD EPYC 9654 x 2,,,,0.012849098168866556,0.025840359704524696,,0.017568209223157664,0.010776997137272813,0.010013592934931401,0.018848557469314527,,0.014084507042253521,,0.03731835491745164,
AMD EPYC 9655 x 1,,0.0005665331964485848,,,0.0005273459639911725,,,0.001307835546744731,0.005923971510321419,0.0018224401576972873,,,,0.016078997779139306,
AMD EPYC 9655 x 2,,0.0005389592233017037,,,,,,0.4472135954999579,0.008727821926228686,0.00514038615517193,,,,0.01191328419191768,
AMD EPYC 9655P x 1,,0.026815848077264212,,,,,,0.012806803994844155,,,0.35355339059327373,0.024005501150097145,0.25,,
AMD EPYC 9684X x 1,,0.0028020369913122167,,,0.0032827121253138115,,,0.01741362672743199,0.0200041845595316,0.012931995576407632,,,,0.007515119563028713,
AMD EPYC 9684X x 2,,0.02240574389970551,,,0.020822398799059196,,,,0.036231275373161724,0.025258587040483154,,,,0.008753491098664431,
AMD EPYC 9754 x 1,,0.0018002409450985923,0.038888138739126776,,0.003587483586525037,,,,0.0073325406262386055,0.018667795065272136,0.5,,,0.009300208945592477,
AMD EPYC 9754 x 2,,,0.037113480951260276,,0.027352005277260102,,,0.0023584905660377358,0.03489483747609943,0.02795000988731775,,,,0.034674391534327394,
AMD EPYC 9755 x 1,,0.0008444943462216285,,,0.018618769375512427,,,0.006187184335382291,0.0022288655504447826,0.0015064324536418197,0.5,0.0012128761255343868,,0.007873039754972829,
AMD EPYC 9755 x 2,,0.003028105116209973,0.35355339059327373,,0.04997037195504692,,,0.009043707224148274,0.00455333912127701,0.0075030487329474805,,0.010167875433457875,0.31622776601683794,0.006235019109308525,
AMD EPYC 9845 x 1,,0.0007872975522239122,,,,,,,,0.006097560975609756,,,,,
AMD EPYC 9965 x 1,,0.5,,,0.5,,,0.005950522478811467,0.5773502691896258,0.5,0.3779644730092272,,,0.00488215938051935,
AMD EPYC 9965 x 2,,0.5773502691896258,,,0.5773502691896258,,,0.007435659466826129,0.5773502691896258,0.017200522903844537,0.35355339059327373,0.027011719145496296,,0.011259717625731344,
AMD FX-6300 Six-Core x 1,,,,,,,,,,,,0.019061563086883452,,,
AMD FX-8150 Eight-Core x 1,,,,,,,,0.010948905109489052,,,,0.002325581395348837,,,
AMD FX-8350 Eight-Core x 1,,,,,,0.040542021284209986,,,,,,0.036388399555173395,,,
AMD FX-8370 Eight-Core x 1,,0.007444949472729206,,,,,,0.5,,,,,,,
AMD Phenom 9650 x 1,,,,,,0.5773502691896258,,,,,,,,,
AMD Phenom II X3 720 x 1,,,,,,0.012974163352575861,,,,,,,,,
AMD RYZEN AI MAX PRO 390 x 1,,,0.5773502691896258,,0.0007129457634353841,,,,,,0.015873015873015872,,,,
AMD RYZEN AI MAX+ 395 x 1,0.002820897744746206,,,,,,,,,0.5773502691896258,0.007685943273766821,0.0265648761742523,,,
AMD RYZEN AI MAX+ PRO 395 x 1,,,,,,,,,,,0.013229215911072708,0.012979199360986555,,,
AMD Ryzen 3 1300X x 1,,0.0008782126949100494,,,,,,0.011551642688190795,,,,,,,
AMD Ryzen 3 2200G x 1,,0.004403568477278658,,,,0.014858040970318637,,0.021380729665336634,,,,,,,
AMD Ryzen 3 3100 x 1,,,,,,,,0.408248290463863,,,,0.010683370473541821,,,
AMD Ryzen 3 3200G x 1,,,,,,,,0.06724159761646244,,,,,,,
AMD Ryzen 3 3200U x 1,,8.646046227800492e-05,,,,,,0.006590756497598468,,,,,,,0.0396743261904666
AMD Ryzen 3 3300X x 1,,0.0017450226629154944,,,,,,0.021552462433732912,0.0004731782561760897,,,0.01094961456142611,,,0.0018972931950417406
AMD Ryzen 5 1500X x 1,,,,,,0.01355192713636236,,,,,,,,,
AMD Ryzen 5 1600 Six-Core x 1,,,,,,0.007145774380937868,,,,,,,,,
AMD Ryzen 5 1600X Six-Core x 1,,,,,,0.017998308238534627,,,,,,,,,
AMD Ryzen 5 2400G with Radeon Vega x 1,,,,,,0.018624202231923414,,,,,,,,,
AMD Ryzen 5 2400G x 1,,0.0010665042325787599,,,,0.018624202231923414,,0.05122595421736779,,,,,,,
AMD Ryzen 5 2600 Six-Core x 1,,,,,,0.008914369779008365,,0.015694026560936773,,,,0.03021974434641079,,,
AMD Ryzen 5 2600X Six-Core x 1,,,,,,0.022360679774997897,,,,,,0.04817381639137787,,,
AMD Ryzen 5 3400G x 1,0.001262687794547748,0.0012249601769697177,,,,0.019908629972056065,,0.020187072349287617,0.0013672075680218828,,,,,,0.00041734152753334237
AMD Ryzen 5 3500U x 1,,,,,,,,,,,,0.017042727316356712,,,
AMD Ryzen 5 3500X x 1,,,,,,,,,,,,0.003531477590035753,,,
AMD Ryzen 5 3600 x 1,,,,,,0.01889822365046136,,0.009072184232530289,,,,0.016386839323533933,,,
AMD Ryzen 5 3600X x 1,,,,,0.023855169947409903,0.0209980262782904,0.012086853932431295,0.005955779645980516,,,,0.013638618139749524,,,
AMD Ryzen 5 3600XT x 1,0.005712877842965153,0.004953659629705386,,,,,,,,,,,,,
AMD Ryzen 5 4500U x 1,0.011871465721452465,0.0007442870581209372,0.5,0.0032344552895777357,,0.013888888888888888,0.5773502691896258,0.006694045289741214,,,,,,,0.008488098955729875
AMD Ryzen 5 5500 x 1,,,,,,0.025,,0.01956745618781043,,0.012337408987785157,,0.013061639642336531,0.4472135954999579,0.4472135954999579,
AMD Ryzen 5 5500U x 1,,,0.408248290463863,0.024093341732293556,,,0.008064516129032258,0.009060792161180104,,,,,0.0016501650165016502,0.005855312589278673,0.01607575423915437
AMD Ryzen 5 5560U x 1,,,,0.026700136923779098,,,,,,,,,,,
AMD Ryzen 5 5600G x 1,,0.04518505108433498,,,,0.030386856273138203,,0.059063136456211814,,,,,,,0.0034033021676944
AMD Ryzen 5 5600X x 1,,0.0066598279768455325,,0.0016733601070950468,0.029100279073014473,0.02909571869813232,0.03833063830507127,0.008326955077054351,,0.020193565435570788,,0.01710569420829671,0.5,0.03181473880284141,0.021756647864625302
AMD Ryzen 5 7600 x 1,,0.011984755628840816,0.4472135954999579,,,,,0.027534255647368194,,0.02301652812156221,,0.012874710989136723,0.01453709511573951,0.00959859115330678,
AMD Ryzen 5 7600X x 1,0.0019550769772892973,0.012311430472363829,0.31622776601683794,0.02566633761105627,0.0009645434199789216,0.4082482904638631,,0.01675738681133621,,0.015419478556734059,,0.009194383459319335,0.5,,0.0016999901334747852
AMD Ryzen 5 8400F x 1,,,,,,,,0.0028985005598867117,,0.5,,0.0012726076532297212,0.0018611811393689113,0.0005673821639972033,
AMD Ryzen 5 8500G x 1,,0.016526295084756698,,,,,,0.014173998044965786,,,,,,,
AMD Ryzen 5 8600G x 1,,0.5,0.5,,0.5,0.5,,0.007647044128429935,,0.001007237827702608,,0.00966337252958443,0.06350962302957983,0.0176371696722956,0.5
AMD Ryzen 5 9600X x 1,,,0.5773502691896258,,,,,0.0038473307377028462,,0.00088650154670319,0.44721359549995787,0.011130862018575669,0.011018134908198966,0.01548654915225962,
AMD Ryzen 5 PRO 4650G x 1,,,,,,,,,,,,0.002669766703509079,,,
AMD Ryzen 5 PRO 6650U x 1,,0.006911912256567903,,,,,,,,,,0.02469879518072289,,,
AMD Ryzen 7 1700 Eight-Core x 1,0.0008644234212082245,0.017951020293857013,,0.063710499490316,0.0006425781588052146,0.01989286700048564,,0.010976240859118361,,,,0.019600971640609244,,,
AMD Ryzen 7 1700X Eight-Core x 1,,,,,,0.026306682088232818,,0.017902333928360492,,,,,,,
AMD Ryzen 7 1800X Eight-Core x 1,,0.0008104291086616596,,,,0.020833333333333332,,0.00508709914522696,,,,0.0418826638335688,,,
AMD Ryzen 7 2700 Eight-Core x 1,0.0009440581921360519,0.0006341374915152426,,,,0.029411764705882353,,0.02739921412509148,,,,0.04794695230808467,,,
AMD Ryzen 7 2700X Eight-Core x 1,,0.042893941657483316,,,,0.1767766952966369,,0.022501312981129958,,,,,,,
AMD Ryzen 7 3700X x 1,,0.04534043883138269,,0.014525022038711224,0.03240226015235084,0.015228622596829316,0.023328473740792176,0.01551676020115151,,,,,,,0.008699506143916095
AMD Ryzen 7 3800X x 1,,,,,,0.03333333333333333,,0.010667311465869793,,,,0.035023075161004634,,,0.010303943647605906
AMD Ryzen 7 3800XT x 1,0.0025787843534378473,0.022643349465969874,0.5773502691896258,0.003766478342749529,,0.5773502691896257,0.011048543456039804,0.014163966884324933,,,,0.02243211334120425,0.5,0.026513734075966015,0.04183222730450481
AMD Ryzen 7 4700U x 1,,,,0.000253334914080573,,,0.5773502691896258,0.021541950113378682,,,0.017200522903844537,0.02564102564102564,0.013313609467455622,0.0084583161491313,
AMD Ryzen 7 4800U x 1,,,,,,,0.005434782608695652,,,,,,,,0.002705043021259196
AMD Ryzen 7 5700G x 1,,,,,,0.5773502691896258,,0.00964259322237371,,,,0.01600817438692098,,0.017224103141581078,0.0012186516133249644
AMD Ryzen 7 5700X x 1,,,,,,0.05962847939999439,,,,,,,,,
AMD Ryzen 7 5800H x 1,,,,,0.009131348614070285,,,,,,,,,,
AMD Ryzen 7 5800U x 1,,,,,,,,,,,,0.010600066141792396,,,
AMD Ryzen 7 5800X x 1,0.013523307132446455,0.01238121761806315,0.5773502691896258,0.02592632256076411,0.025795754507835524,0.017376201171422898,0.02519763153394848,0.008782741435735954,,0.030276250229838153,,0.008766198189202918,0.44721359549995787,0.0029258353903656555,0.02611695388064977
AMD Ryzen 7 5800X3D x 1,0.0017782463370473037,0.008805499901916017,0.408248290463863,0.02836394084502172,0.036333902161547214,0.30151134457776363,0.016329931618554522,0.00868810058571145,,0.017951695978695354,0.003721614637823934,0.02050245177409448,0.4472135954999579,0.4472135954999579,0.0036857155895364062
AMD Ryzen 7 7700 x 1,,0.010202566884197736,0.30151134457776363,,0.00018503382995853655,,,0.011971937568488052,,0.013594489714096237,,0.010665965244357378,0.5,0.017583585624767233,
AMD Ryzen 7 7700X x 1,0.0005539702946494832,0.009273788759510775,0.30151134457776363,0.00245398773006135,0.0006056389613536117,0.31622776601683794,,0.01558544884231816,,0.013567511602902153,,0.010642185428791159,0.5,0.015088224400325532,0.0024875340492966605
AMD Ryzen 7 7735HS x 1,,,,0.036405617864331004,,,,,,,,,,,
AMD Ryzen 7 7800X3D x 1,,0.016132510999888095,0.31622776601683794,,0.01746599896995326,,,0.016445789155870135,,0.01545997139033166,,0.02530071792194744,0.003581125354946167,0.4472135954999579,
AMD Ryzen 7 7840HS x 1,,,,0.014698326608697194,,,,0.025574811489178426,,,0.02417370786486259,0.009205732911189106,0.021654214599486975,0.0344218763020344,
AMD Ryzen 7 7840U x 1,,,0.3333333333333333,,,,0.5773502691896258,0.01605499844356669,,,0.049299713870768765,0.01223346760807809,,,
AMD Ryzen 7 8700G x 1,,,,,,,,0.010692064300119581,,0.4472135954999579,,0.0017638954548096944,0.4472135954999579,0.4472135954999579,
AMD Ryzen 7 8845HS x 1,,,,,,,,,,,,0.015270708139022952,0.0034482758620689655,0.04081111472805366,
AMD Ryzen 7 9700X x 1,,,0.4472135954999579,,,,,0.002008826082916328,,0.0002634133827712103,0.4082482904638631,0.010400628679223048,0.006916041689656102,0.020887407651758956,
AMD Ryzen 7 9800X3D x 1,,0.011038361694669726,0.5773502691896258,,,0.28867513459481287,,0.001288244766505636,,0.004169651987561729,0.33333333333333337,0.0013302162979022282,0.0037037037037037034,0.002940174551864919,0.0015667578539745612
AMD Ryzen 7 PRO 3700 x 1,0.5773502691896257,,,,,,,,,,,,,,
AMD Ryzen 7 PRO 3700U x 1,,,,,,,,,,,,0.002695979276648152,,,
AMD Ryzen 7 PRO 4750G x 1,,,,,,0.029074190231479016,,,,,,,,,
AMD Ryzen 7 PRO 5850U x 1,0.001681719918467458,,0.35355339059327373,0.0034551183075381556,,0.030386856273138203,,0.011210810640104195,,0.00029673647551291374,,0.016437731722825123,0.0019977517965038957,0.011814841229198554,0.007568604665927224
AMD Ryzen 7 PRO 6850U x 1,0.047004968589501595,,0.35355339059327373,,,,0.014081713882673801,0.007784565819959181,,,0.5773502691896258,0.0179379170211846,0.0044444444444444444,0.05414037073173032,0.03701077708451503
AMD Ryzen 7 PRO 7840U x 1,,,0.4082482904638631,,,,,0.009607429092208524,,,,0.027479597012554417,,,
AMD Ryzen 9 3900X x 1,,0.006394283631213246,,0.03087143415396639,,0.1543033499620919,0.0368636195741275,0.007059263795212227,,,,0.013286632755949268,,,0.002771226278682725
AMD Ryzen 9 3900XT x 1,0.001113904388170131,0.003939582089564265,0.5,0.00118624295888583,0.0012864947815564823,0.3779644730092272,0.30151134457776363,0.018857849186034812,,,,0.010033444816053512,,,
AMD Ryzen 9 3950X x 1,,0.010596552832047417,,0.02755990949025615,0.012731171267756634,0.25,0.31622776601683794,0.004604069132293666,0.0012305867194095043,,,0.022837330936369332,,,0.006584649846191339
AMD Ryzen 9 5900HX x 1,,,0.5773502691896258,0.019886019879328573,,0.03402069087198859,0.5773502691896257,0.023464049075823126,,,0.03232869365059937,0.011968510062335689,0.008032128514056224,0.031729238524638055,0.004578320164692358
